"age","gender","ahe","yrseduc"
29,"female",25.64102554,16
29,"male",19.23077011,12
29,"female",13.89903831,13
29,"male",20.67307663,12
29,"male",52.16345978,16
30,"male",14.61538506,18
29,"male",14.42307663,12
29,"male",9.615385056,16
30,"male",21.63461494,12
29,"male",26.44230843,14
29,"male",23.07692337,16
30,"male",38.46154022,18
29,"male",10.57692337,10
30,"female",22.64957237,16
29,"male",14.05325413,14
30,"female",18.26922989,16
29,"male",8.461538315,12
29,"female",10.57692337,13
29,"female",13.24786282,12
29,"female",12.5,16
30,"male",19.23077011,16
30,"male",21.63461494,12
30,"female",15.38461494,16
30,"female",22.11538506,16
29,"female",16.82692337,18
30,"male",30,16
29,"male",20,16
30,"female",28.84615326,16
30,"male",10.2564106,16
29,"female",9.615385056,14
30,"female",7.548077106,16
30,"male",26.44230843,12
29,"male",15.30769253,16
29,"female",10.09615421,16
29,"male",12.11538506,12
29,"male",7.25,6
29,"male",10.09615421,13
30,"male",9.615385056,13
30,"male",16.82692337,12
29,"female",12.5,12
30,"male",16.34615326,12
30,"male",16.82692337,16
30,"male",15.38461494,12
30,"female",16.10577011,12
30,"male",17.30769157,16
29,"female",15.38461494,16
29,"male",19.23077011,12
29,"female",66.78413391,16
30,"male",14.42307663,13
29,"female",13.94230747,16
29,"male",16.23999977,13
29,"male",6.25,9
30,"male",8.653845787,9
30,"male",7.982583523,16
29,"male",24.03846169,12
30,"male",33.65384674,16
29,"male",28.84615326,11
29,"female",11.53846169,16
29,"male",23.07692337,13
29,"female",11.01586533,18
29,"male",11.53846169,12
30,"female",12.5,13
29,"male",15,16
29,"male",19.23077011,13
30,"male",23.07692337,13
29,"male",15.22435856,12
29,"male",11.8842659,12
29,"female",17.30769157,12
29,"male",12.5,18
29,"female",10.57692337,12
30,"female",25.48077011,16
30,"female",14.42307663,14
29,"male",16.82692337,13
30,"female",11.11111069,16
30,"female",9.615385056,12
29,"male",10.38461494,16
30,"female",10.76923084,16
30,"male",14.6875,16
29,"male",19.71153831,12
29,"male",11.53846169,13
30,"male",14.42307663,12
29,"male",9.401709557,14
30,"male",21.63461494,12
30,"male",15,12
30,"male",11,12
29,"female",22,16
30,"male",16.82692337,14
30,"female",16.82692337,16
30,"female",17.78846169,13
29,"female",9.081196785,13
30,"female",9.615385056,11
30,"male",14.42307663,12
30,"female",7.211538315,12
30,"male",16.82692337,12
30,"female",11.05769253,16
30,"female",6.730769157,12
30,"female",10.57692337,12
29,"male",24.03846169,16
30,"male",38.94230652,16
29,"male",10.625,12
29,"female",11.53846169,12
30,"male",17.30769157,12
30,"female",12.11538506,14
30,"male",32.06634521,13
29,"male",14.42307663,12
29,"female",16.34615326,16
30,"female",31.73077011,13
30,"female",11.53846169,13
30,"female",9.615385056,14
30,"male",10.98901081,16
29,"female",14.52991486,16
30,"male",34.61538315,12
29,"male",31.25,14
30,"male",19.87179565,13
30,"male",40.59828949,13
29,"male",24.03846169,14
29,"female",11.55769253,11
30,"female",14.42307663,12
30,"male",9.615385056,9
30,"female",19.23077011,13
30,"female",8.17307663,10
30,"male",7.211538315,12
30,"male",20,12
29,"male",7.211538315,11
30,"female",41.53845978,14
29,"female",7.211538315,13
29,"male",25.96153831,13
29,"male",7.5,6
29,"male",16.82692337,12
29,"male",15.38461494,13
29,"male",9.635416985,13
29,"male",20.14652061,16
29,"female",2.884615421,13
30,"male",9.134614944,12
29,"male",16.48351669,12
30,"female",9.545454979,16
29,"female",13.46153831,12
30,"male",17.30769157,13
30,"male",12.98076916,12
29,"male",16.82692337,16
29,"male",15.38461494,13
30,"female",23.07692337,16
30,"male",34.61538315,18
29,"male",8.17307663,13
30,"male",12.5,13
29,"male",15.1960783,13
30,"male",5.208333492,13
30,"male",10.92500019,12
29,"male",13.94230747,12
29,"male",11.53846169,12
30,"male",14.21153831,14
30,"male",9.615385056,12
30,"female",16.34615326,12
30,"male",5.769230843,6
30,"male",10.57692337,14
30,"male",7.211538315,13
30,"male",21.15384674,12
29,"female",11.53846169,11
30,"male",2.403846264,11
29,"male",11.92307663,13
30,"female",16.23931694,16
29,"female",39.2156868,16
29,"male",76.92308044,14
30,"male",14.42307663,13
29,"female",8.11978054,16
29,"female",18.75,16
30,"male",32.21154022,16
29,"male",22.11538506,14
29,"male",9.134614944,13
30,"male",9.615385056,13
30,"female",12.01923084,13
30,"male",6.25,12
30,"male",21.39422989,18
29,"male",9.230769157,13
29,"male",8.653845787,12
30,"female",12.01923084,16
29,"male",17.94871712,16
30,"male",10,12
30,"female",24.03846169,16
30,"male",6.923077106,9
30,"male",6.129807472,6
30,"female",7.211538315,12
30,"male",16.82692337,12
29,"female",14.42307663,16
29,"male",13.84615421,12
29,"female",14.42307663,16
29,"female",16.34615326,16
30,"male",12.01923084,8
30,"male",14.42307663,12
29,"female",8,13
29,"female",7.5,16
29,"female",19.71153831,16
29,"male",15.86538506,16
29,"male",24.03846169,13
30,"male",15.38461494,13
29,"female",12.67482471,14
30,"male",15.53254414,14
30,"female",10.96491241,16
29,"male",14.18269253,13
29,"female",16.82692337,16
29,"male",10,12
29,"male",10,8
29,"female",21.36752129,16
30,"male",25.64102554,16
29,"male",23.07692337,12
30,"male",23.07692337,12
30,"female",14.83516502,13
29,"female",20.67307663,13
30,"female",14.42307663,14
30,"female",5.769230843,12
29,"male",9.763313293,16
30,"male",7.211538315,6
30,"male",3.125,13
30,"male",21.36752129,14
30,"male",10.09615421,10
29,"female",14.52991486,16
29,"male",22.11538506,13
29,"male",8.653845787,13
29,"male",38.46154022,12
29,"male",17.30769157,12
29,"female",24.03846169,16
29,"female",21.87836456,13
30,"male",5.288461685,8
29,"male",7.211538315,12
29,"male",21.63461494,13
30,"male",20,12
30,"female",23.50427437,18
30,"female",17.30769157,16
30,"male",20.67307663,16
29,"male",9.615385056,16
29,"female",7.692307472,13
29,"male",15,12
29,"female",9.615385056,12
29,"female",9.615385056,12
29,"female",14.42307663,13
30,"male",21.15384674,13
29,"male",10,12
30,"male",13.58012867,13
29,"male",19.6581192,14
29,"male",13.46153831,16
30,"male",11.53846169,12
30,"male",7.692307472,13
30,"male",13.94230747,18
29,"male",8.653845787,14
30,"female",15.25054455,13
30,"female",4.807692528,12
29,"male",16.15384674,14
29,"male",21.15384674,14
29,"male",18.58974266,14
30,"male",38.01431274,13
29,"male",22.11538506,13
30,"female",12.01923084,12
29,"female",14.90384579,12
29,"female",19.23077011,16
29,"female",32.21154022,16
30,"male",28.84615326,16
30,"male",19.23077011,12
30,"female",30.28846169,12
29,"male",24.03846169,16
29,"female",16.82692337,13
29,"male",20,16
30,"male",2.884615421,8
30,"male",32.69230652,16
29,"male",11.05769253,6
29,"female",13.37307739,13
30,"female",14.42307663,12
29,"male",8.653845787,13
29,"male",10,13
30,"male",14.85714245,13
29,"male",9.615385056,14
29,"male",9.871794701,14
29,"female",13.94230747,16
30,"male",19.23077011,12
29,"male",14.42307663,12
30,"male",28.84615326,16
29,"female",20.67307663,16
29,"female",10.6275301,12
30,"female",7.142857075,12
30,"female",11.53846169,13
29,"male",12.98076916,12
30,"female",19.23077011,16
29,"female",5.076922894,13
30,"male",17.09401703,8
30,"female",14.39999962,16
29,"female",19.23077011,13
29,"female",17.30769157,12
30,"female",20.19230843,16
29,"male",21.63461494,16
30,"male",16.82692337,12
29,"male",19.23077011,16
29,"male",21.63461494,16
29,"male",35.16483688,14
30,"male",15.38461494,12
29,"male",34.18803406,14
29,"female",12.01923084,14
29,"female",31.18503189,12
29,"female",36.05769348,16
30,"male",19.23077011,6
30,"male",12.01923084,12
29,"female",8.800000191,12
30,"male",9.615385056,12
29,"male",9.265734673,12
29,"female",12.01923084,12
29,"male",19.23077011,18
29,"female",12.01923084,16
30,"female",8.875740051,13
30,"male",14.90384579,16
29,"female",10.57692337,12
29,"female",14.9145298,11
30,"female",12.5,12
30,"female",7.591093063,14
29,"female",14.42307663,13
30,"male",8.653845787,13
29,"male",24.18884659,12
29,"female",14.42307663,14
29,"male",7.211538315,12
29,"female",6.923077106,12
30,"female",7.294117451,12
29,"male",36.05769348,16
30,"female",19.23077011,12
30,"female",15.38461494,13
30,"male",14.42307663,13
30,"female",14.42307663,13
29,"female",9.134614944,16
29,"male",22.18934822,16
29,"male",10,11
29,"male",12.5,6
29,"female",17.69230843,16
30,"male",20.19230843,12
29,"male",10,12
30,"male",11.53846169,13
30,"male",38.46154022,16
30,"female",29.9145298,16
29,"male",19.23077011,13
30,"male",24.03846169,11
29,"female",12.5,14
30,"female",18.19126892,13
29,"female",21.36752129,13
29,"male",17.30769157,16
30,"male",14,12
30,"male",34.61538315,16
30,"female",13.94230747,13
30,"male",17.30769157,12
29,"male",24.03846169,16
29,"female",6.730769157,8
29,"male",16.82692337,12
29,"female",8.791209221,12
29,"male",12,6
30,"female",10.2564106,16
30,"male",7.211538315,12
30,"female",16.27219009,13
29,"male",10.625,12
30,"female",24.03846169,18
29,"female",12.01923084,16
30,"male",14.5,12
30,"male",14.42307663,16
30,"male",15.69858742,12
30,"female",16.15384674,13
30,"female",16.34615326,18
29,"female",12.63736248,12
29,"male",18.16239357,13
29,"female",17.09401703,16
29,"male",19.23077011,16
29,"male",10.2564106,12
29,"female",10.09615421,14
30,"female",15.10988998,14
29,"male",20.0854702,13
29,"male",19.61538506,16
29,"female",8.241758347,12
30,"female",11.05769253,13
30,"male",9.375,13
30,"male",17.48251724,12
29,"female",12.01923084,16
29,"male",19.71153831,12
30,"female",10.16483498,13
30,"male",16.34615326,13
29,"male",9.368836403,13
29,"male",6.593406677,13
29,"male",16.25,12
30,"male",18.3150177,12
30,"female",21.97802162,16
30,"male",34.72222137,14
29,"male",8.653845787,14
29,"female",16.82692337,14
29,"female",12.5,12
30,"male",26.92307663,16
29,"male",10.98901081,12
29,"male",28.84615326,16
30,"male",15.14423084,14
30,"male",10.2564106,16
30,"female",16.82692337,16
30,"female",14.28571415,12
29,"female",20.27026939,16
30,"male",59.23077011,16
30,"female",21.15384674,16
29,"female",9.245562553,12
29,"male",15.18218613,14
30,"female",22.12339783,14
29,"male",17.30769157,12
30,"female",12.01923084,13
30,"male",20.0892849,12
30,"female",26.92307663,13
29,"male",11.875,14
30,"male",14.42307663,11
29,"male",26.44230843,12
29,"male",7.403846264,16
29,"male",9.890110016,13
30,"male",12.01923084,16
30,"female",9.615385056,13
30,"female",9.615385056,18
30,"female",5.769230843,11
30,"male",14.42307663,12
30,"male",19.23077011,14
30,"male",13.66396809,14
29,"female",5.263157845,12
30,"female",17.30769157,12
30,"female",26.92307663,14
30,"male",19.23077011,12
30,"male",11.36752129,12
30,"male",31.73077011,14
30,"male",2.724359035,14
29,"male",17.5,16
29,"female",5.288461685,16
30,"female",37.01922989,16
29,"female",14.42307663,12
30,"female",13.22115421,11
29,"male",12.01923084,12
30,"female",13.84615421,13
29,"male",25,16
30,"male",7.632692337,12
30,"female",16.06394196,12
29,"female",14.90384579,13
30,"male",10.09615421,12
29,"male",15.38461494,12
30,"female",7.211538315,12
30,"female",12.01923084,14
30,"male",25,16
29,"male",18.50961494,16
29,"female",12.01923084,16
29,"female",9.38086319,16
30,"male",18.37606812,14
30,"female",11.53846169,16
29,"male",9.807692528,12
30,"male",14.42307663,6
30,"male",12.98076916,12
29,"male",4.807692528,12
29,"male",9.615385056,14
30,"female",13.2867136,13
30,"male",12.30769253,16
30,"female",19.23077011,13
29,"female",18.26922989,16
29,"female",15.38461494,13
29,"female",18.21862411,16
30,"female",14.42307663,16
30,"male",9.615385056,6
30,"female",9.615385056,12
30,"female",19.23077011,18
29,"male",12.23776245,12
29,"female",16.82692337,16
30,"female",5.769230843,12
29,"female",19.23077011,16
29,"female",11.05769253,13
29,"male",12.01923084,13
30,"female",16.34615326,13
30,"male",86.53845978,13
30,"male",16.82692337,16
29,"male",7.211538315,6
29,"female",12.98076916,12
30,"male",20.43269157,16
29,"male",15.38461494,12
29,"male",14.42307663,12
29,"male",18.26922989,16
30,"male",9.615385056,10
29,"female",41.34615326,16
29,"female",16.02564049,16
30,"male",31.25,16
29,"female",15.92307663,18
30,"male",30.76922989,12
30,"female",16.82692337,13
30,"male",26.92307663,12
29,"female",7.692307472,12
29,"female",11.53846169,16
30,"male",57.69230652,18
29,"female",5.547337055,10
29,"female",6.25,12
29,"male",12.98076916,12
29,"male",10.57692337,12
29,"male",13.18681335,12
30,"male",14.42307663,9
30,"female",8,12
30,"male",10,12
30,"female",16.82692337,14
29,"male",9.134614944,13
29,"male",19.23077011,14
30,"male",12.94117641,12
30,"male",9.615385056,12
30,"male",43.75,18
30,"male",19.23077011,12
30,"male",20.76922989,13
29,"female",9.615385056,16
29,"female",19.23077011,16
29,"female",19.23077011,16
30,"male",5.384615421,12
30,"male",14.42307663,12
29,"male",21.63461494,16
30,"male",10.09615421,11
29,"male",25.96153831,14
29,"female",49.51922989,16
29,"female",14.42307663,14
29,"male",12.5,14
30,"female",26.44230843,16
30,"male",23.93162346,16
29,"female",19.23077011,12
30,"female",28.84615326,16
29,"male",12.98076916,12
29,"male",24.03846169,12
30,"male",11.53846169,14
30,"female",12.62857151,14
30,"female",12.39999962,12
29,"male",10.09615421,14
29,"male",49.45055008,16
30,"female",19.23077011,16
30,"male",34.61538315,16
30,"male",8.75,12
29,"female",19.23077011,13
29,"male",18.46153831,16
29,"female",14.10256386,18
30,"male",26.92307663,16
30,"male",9.615385056,12
30,"male",36.05769348,13
29,"female",26.92307663,16
30,"male",18.26922989,12
30,"female",8.547008514,13
30,"female",10.57692337,16
29,"male",15,12
30,"male",34.18803406,12
30,"male",7.820512772,12
30,"male",16.82692337,16
30,"female",14.34965038,18
29,"female",11.92307663,14
29,"female",19.71153831,16
30,"male",12.98076916,12
30,"male",7.211538315,16
29,"male",8.741258621,18
29,"male",11.53846169,12
29,"male",39.44871902,12
30,"male",27.23776245,16
30,"female",26.59574509,14
30,"female",18.75,14
30,"male",8.653845787,13
30,"male",24.23077011,12
30,"male",18.07692337,12
30,"female",9.615385056,13
29,"male",20,16
30,"male",21.39422989,16
29,"female",14.42307663,13
30,"female",12.01923084,13
29,"female",16.11226654,12
29,"female",12.01923084,14
29,"female",15.38461494,12
30,"female",17.15976334,16
29,"female",20.34023666,16
29,"female",12.98076916,13
30,"female",18.75,12
29,"female",16.58653831,13
29,"female",14.42307663,13
29,"female",12.98076916,16
29,"female",19.23077011,16
30,"female",20.19230843,16
30,"female",38.46154022,16
30,"male",30.36437225,16
29,"male",11.53846169,10
30,"female",12.01923084,12
29,"male",19.87179565,16
30,"male",12.98076916,10
30,"male",18.26922989,16
29,"male",10.68376064,16
29,"male",16.19822502,12
30,"male",53.41880417,16
30,"male",10.57692337,12
29,"male",6.971153736,9
30,"male",11.90476227,18
30,"female",14.47368431,16
30,"male",10.57692337,8
30,"male",12.30769253,12
29,"male",4.423077106,8
30,"male",7.692307472,12
29,"male",26.15384674,16
29,"male",18.13186836,9
30,"male",6.172839642,13
29,"male",15.81196594,13
30,"female",12.5,16
29,"female",8.653845787,8
29,"male",17.09401703,13
29,"female",19.23077011,16
29,"male",9.134614944,13
29,"male",16.82692337,12
29,"female",9.759614944,14
29,"female",9.134614944,14
29,"male",13.94230747,12
30,"male",23.07692337,12
30,"male",16.82692337,13
29,"female",11.53846169,16
30,"male",20.88461494,13
29,"female",14.42307663,13
30,"male",11.21794891,18
30,"male",15.73426533,12
30,"female",12.39529896,13
30,"male",13.94230747,14
29,"male",14.15598297,12
29,"male",14.42307663,12
30,"male",18.75,14
30,"male",14.42307663,14
29,"female",16.82692337,14
29,"female",21.63461494,18
29,"male",13.84615421,13
30,"male",13.46153831,12
29,"male",16.82692337,13
29,"female",9.586056709,16
29,"female",17.11538506,14
29,"male",14.42307663,13
29,"female",7.211538315,13
29,"female",4.554656029,14
29,"male",6.153846264,12
29,"female",28.5714283,18
30,"female",10.68376064,12
29,"male",23.07692337,16
29,"female",19.71153831,16
30,"female",9.615385056,13
30,"male",43.26922989,12
29,"male",10.57692337,13
30,"male",9.615385056,12
30,"male",14.42307663,12
30,"female",21.44970322,14
30,"female",24.03846169,12
30,"female",30.76922989,16
30,"female",18.26922989,16
29,"male",12.30769253,14
30,"male",16.82692337,9
29,"female",21.15384674,12
30,"female",16.82692337,16
30,"female",14.9572649,16
29,"female",11.53846169,16
29,"female",35.57692337,16
29,"female",12.5,16
30,"female",16.34615326,11
29,"female",10.57692337,13
30,"male",2.884615421,9
29,"male",15.38461494,12
30,"female",22.11538506,12
30,"female",7.211538315,13
30,"male",11.5,16
29,"male",4.653846264,16
30,"female",12.98076916,12
30,"male",12.92067337,11
30,"male",25,13
30,"female",12.98076916,13
30,"female",10.57692337,12
29,"male",7.451922894,12
30,"male",5.769230843,12
30,"female",15.92307663,18
29,"female",33.65384674,12
30,"female",19.23077011,12
29,"female",19.23077011,16
30,"female",9.615385056,12
30,"female",19.23077011,13
30,"male",22.11538506,12
29,"male",24.03846169,16
30,"male",14.42307663,13
30,"female",18.26922989,16
30,"male",11.53846169,13
29,"male",23.07692337,13
29,"male",8.79807663,12
30,"male",25,12
30,"female",8.653845787,12
30,"female",17.48251724,14
30,"female",12.01923084,16
30,"female",17.88908768,13
29,"male",12.5,12
30,"male",15.13911629,14
29,"female",20.19230843,12
29,"male",24.03846169,13
30,"female",12.01923084,12
30,"female",16.82692337,13
29,"female",26.31579018,16
30,"male",20.67307663,12
29,"male",6.938775539,14
29,"male",21.15384674,14
29,"male",33.17307663,16
30,"male",9.829059601,16
30,"female",18.26922989,16
30,"male",9.615385056,12
29,"female",8.17307663,12
29,"male",16.82692337,12
29,"male",36.05769348,18
29,"male",7.692307472,12
29,"male",4.273626328,12
29,"female",14.90384579,16
29,"male",7.47863245,13
29,"male",19.23077011,12
30,"male",10.85972881,16
29,"male",10.57692337,6
29,"female",11.05769253,12
29,"male",40.86538315,16
29,"female",14.42307663,14
29,"female",44.23077011,16
29,"female",3.571428537,11
30,"male",23.07230759,14
30,"female",11.53846169,12
29,"female",27.88461494,18
29,"female",20.19230843,12
29,"male",18.22916603,12
29,"male",12.01923084,12
29,"female",7.8125,14
30,"female",4.807692528,11
30,"male",25,12
30,"male",14.90384579,16
30,"male",25,16
30,"male",37.24519348,12
29,"female",14.90384579,16
29,"female",12.5,18
30,"female",24.03846169,18
30,"male",24.03846169,16
29,"female",12.74038506,16
29,"female",33.84615326,16
30,"male",40.86538315,13
30,"male",6.31868124,8
30,"male",5.594405651,13
29,"female",9.615385056,14
29,"female",16.66666603,14
29,"male",20.2429142,16
29,"male",14.42307663,12
29,"male",9.340659142,13
29,"female",9.473684311,12
29,"male",12.01923084,16
29,"female",18.69658089,16
30,"female",15.38461494,18
29,"male",24.03846169,14
29,"female",9.615385056,13
29,"female",24.78632545,16
29,"male",7.692307472,10
29,"female",15.38461494,13
30,"male",32.69230652,18
29,"male",20.19230843,16
29,"male",5.076922894,8
30,"male",17.09401703,12
30,"female",17.30769157,13
30,"female",14.42307663,14
30,"male",18.83012772,12
30,"male",17.53393745,16
30,"male",34.18803406,12
30,"male",28.84615326,16
29,"male",20.19230843,16
30,"female",7.211538315,13
30,"female",15.38461494,13
29,"male",8.547008514,12
30,"male",14.61538506,13
29,"male",15.86538506,14
30,"male",9.615385056,12
29,"male",20.5128212,12
29,"female",17.30769157,16
29,"male",15.38461494,13
30,"male",40.38461685,16
29,"female",14.42307663,16
29,"male",21.41827011,13
30,"female",13.94230747,12
29,"male",23.45538521,13
29,"female",16.82692337,12
29,"female",16.82692337,13
30,"male",9.134614944,13
30,"male",30.28846169,18
29,"male",5.538461685,16
29,"male",27.40384674,16
29,"male",2.403846264,12
29,"male",21.63461494,13
30,"male",19.23077011,16
30,"female",18.75,16
29,"male",11.53846169,9
30,"male",21.63461494,16
30,"male",26.47058868,12
30,"female",22.11538506,16
29,"male",12.69230747,13
30,"male",20,12
30,"female",3.846153736,10
29,"male",11.33241749,13
29,"female",30.98290634,13
30,"female",11.53846169,13
30,"female",29.80769157,13
30,"female",24.03846169,16
30,"male",25,13
30,"female",17.66090965,16
29,"male",17.30769157,12
30,"female",16.34615326,14
30,"male",7.692307472,16
30,"male",12.5,13
30,"male",10.68376064,13
29,"male",8.571428299,16
30,"male",21.63461494,13
29,"male",7.5,12
29,"male",12,16
30,"male",10.375,12
29,"male",14.42307663,12
29,"female",7.211538315,9
29,"male",19.23077011,12
29,"male",18.13269234,13
30,"male",21.15384674,11
29,"male",13.46153831,16
29,"female",39.90384674,16
30,"female",23.07692337,18
29,"male",34.18803406,16
30,"male",18.02884674,13
30,"female",33.65384674,16
30,"male",19.23077011,16
30,"female",11.53846169,14
30,"male",13.84615421,12
29,"female",13.51351357,13
29,"male",57.69230652,16
29,"male",27.30769157,16
29,"female",9.615385056,12
29,"male",13.58012867,13
30,"male",27.88461494,18
29,"male",7.692307472,12
29,"male",18.46153831,16
30,"male",16,12
30,"female",19.23077011,18
30,"female",5.769230843,13
30,"female",21.63461494,16
30,"female",13.46153831,13
29,"female",7.692307472,12
29,"male",16.82692337,13
30,"male",14.42307663,10
30,"male",6.410256386,12
30,"male",14,16
29,"male",28.84615326,16
29,"female",5.128205299,12
29,"male",50.48077011,16
30,"male",14.42307663,6
30,"male",20.71006012,13
30,"female",7.504690647,13
29,"male",16.02564049,12
30,"female",13.22115421,12
30,"female",13.70192337,12
30,"female",13.94230747,13
29,"female",17.09401703,12
30,"female",19.23077011,13
29,"male",23.50427437,16
29,"female",16.11226654,12
30,"female",19.23077011,16
30,"female",7.211538315,14
29,"female",14.88461494,16
30,"female",5.769230843,12
29,"male",16.875,14
30,"male",14.42307663,8
29,"male",8.791209221,6
30,"female",6.971153736,12
29,"male",12.59615421,12
29,"male",19.23077011,13
30,"male",33.85416794,14
30,"female",12.5,12
29,"male",14.42307663,12
30,"female",22.11538506,16
30,"male",19.23077011,18
30,"male",9.615385056,8
29,"male",8.653845787,9
29,"male",23.07692337,13
30,"female",15.48846149,16
30,"female",61.11111069,16
30,"female",12.01923084,12
29,"female",15.38461494,14
29,"male",9.615385056,12
29,"female",5.547337055,16
30,"female",6.736363411,14
29,"male",8.333333015,9
29,"female",23.07692337,16
30,"female",7.211538315,12
29,"male",13.33333302,10
30,"male",25.64102554,14
29,"male",11.25,11
29,"female",6.596153736,12
30,"male",13.2867136,13
29,"male",12.30769253,12
29,"male",16.82692337,12
29,"female",11.53846169,13
30,"female",20.19230843,16
29,"female",14.42307663,13
29,"male",7.211538315,13
29,"male",13.22115421,16
30,"male",5.769230843,12
29,"male",14.50288486,13
29,"male",15.38461494,13
30,"male",11.53846169,12
29,"female",18.71101952,13
30,"male",19.23077011,16
30,"female",5.384615421,16
29,"male",9.615385056,13
29,"male",6.730769157,13
30,"male",17.7514801,12
30,"female",9.615385056,16
29,"female",17.78846169,16
30,"female",61.18881226,12
30,"male",11.05769253,9
30,"female",33.65384674,10
29,"male",37.5,16
30,"female",13.46153831,18
30,"female",19.71153831,18
29,"female",12.01923084,16
29,"female",14.42307663,16
30,"male",21.53846169,12
30,"male",24.03846169,14
29,"male",19.23077011,18
30,"male",17.30769157,16
29,"male",25,18
30,"male",10.76923084,13
29,"female",10.09615421,13
29,"male",19.23077011,14
30,"female",13.46153831,12
30,"male",5.769230843,12
29,"male",15.86538506,16
30,"female",13.46153831,14
30,"male",11.73076916,12
29,"male",14.42307663,12
30,"male",5.769230843,9
29,"male",29.64743614,13
30,"female",12.5,13
30,"female",7.932692528,12
30,"male",13.0624094,16
30,"female",7.788461685,14
29,"male",14.42307663,12
29,"male",57.69230652,18
29,"male",13.94230747,13
30,"male",15.38461494,18
29,"male",14.42307663,13
29,"male",18.26922989,14
29,"male",6.923077106,12
30,"female",24.35897446,16
29,"female",10.81730747,13
29,"female",9.134614944,13
29,"male",15.86538506,14
29,"male",30.76922989,16
29,"female",11.07692337,13
29,"female",35.25640869,12
29,"female",8.012820244,14
29,"female",14.42307663,16
30,"male",18.07692337,12
30,"male",19.6078434,16
30,"male",24.03846169,12
29,"male",16.82692337,12
30,"male",24.95421219,16
29,"female",18.30769157,13
29,"female",11.44688606,16
30,"male",11.86813164,14
29,"female",31.25,14
29,"male",16.72240829,13
29,"male",19.09722137,12
30,"female",15.38461494,12
29,"male",9.285714149,14
30,"female",10.98901081,13
29,"male",13.94230747,12
30,"female",26.44230843,16
29,"male",10,12
30,"male",6.730769157,12
29,"female",12.01923084,13
29,"female",6.734694004,16
30,"male",4.807692528,9
30,"male",12.5,12
29,"male",9.600000381,12
29,"male",24.03846169,12
30,"female",17.5,12
29,"female",19.23077011,16
30,"female",10.57692337,14
30,"male",9.615385056,12
29,"male",11.53846169,12
30,"male",6.25,11
29,"female",20.19230843,16
30,"male",10.5,10
30,"male",8.17307663,12
30,"female",19.23077011,16
29,"female",14.42307663,12
30,"male",13.46153831,16
30,"female",4.807692528,12
30,"female",10.57692337,16
29,"male",14.42307663,13
30,"female",4.807692528,12
30,"male",15.38461494,16
29,"female",8.894230843,13
29,"male",13.84615421,14
30,"male",11.64743614,14
29,"male",10.57692337,13
29,"male",5.723443031,13
30,"male",45.09615326,12
30,"male",28,16
29,"female",16.15384674,13
30,"male",15,12
29,"female",5.769230843,8
30,"male",11.53846169,13
29,"male",54.9450531,12
29,"male",15.55944061,14
30,"female",10.57692337,13
29,"female",12.25961494,18
30,"male",23.50427437,16
29,"male",44.07051468,16
29,"male",14.9572649,16
30,"female",18.26922989,16
29,"male",7.5,9
30,"male",8.17307663,12
30,"male",18.26922989,6
30,"male",17.78846169,13
30,"male",6.04395628,8
29,"male",13.75,6
30,"female",43.26922989,16
29,"male",30.28846169,18
30,"female",16.82692337,16
30,"male",46.15384674,16
29,"male",20.19230843,16
30,"male",48.07692337,16
30,"male",8.653845787,11
29,"female",6.25,12
29,"male",25,16
30,"female",19.71153831,16
30,"male",20.67307663,14
30,"female",12.5,12
29,"male",9.615385056,16
29,"male",17.30769157,9
30,"female",26.70940208,16
30,"male",17.8571434,12
29,"male",37.01922989,16
29,"male",24.03846169,12
30,"female",20.4959507,16
29,"female",16.82692337,14
30,"female",14.90384579,12
29,"female",24.03846169,18
29,"male",16.82692337,16
29,"male",7.259615421,13
30,"male",23.07692337,16
30,"male",13.63636398,12
30,"female",11.25,12
30,"female",25.96153831,16
30,"male",16.82692337,14
29,"female",11.00961494,13
29,"female",22.05555534,18
30,"male",9.375,12
29,"male",9.615385056,12
29,"male",12.01923084,12
29,"female",12.5,12
30,"female",32.90598297,16
29,"female",9.615385056,14
30,"male",19.23077011,13
29,"male",20.19230843,13
30,"male",16.02564049,14
30,"female",19.23077011,12
29,"male",15.38461494,10
30,"female",20.19230843,18
30,"male",28.84615326,16
29,"female",20.67307663,16
29,"male",22.30769157,13
29,"female",10.41666698,12
29,"female",13.94230747,12
30,"male",55.28845978,16
29,"male",28.84615326,14
30,"male",23.0927887,13
30,"male",24.29149818,13
30,"female",4.807692528,12
29,"female",16.82692337,16
30,"female",28.84615326,16
30,"male",31.25,16
29,"female",10.57692337,12
30,"male",13.0624094,16
29,"female",27.88461494,13
30,"male",24.03846169,12
30,"female",12.01923084,16
30,"female",16.25,18
29,"male",26.92307663,6
30,"female",14.28571415,12
29,"female",20.2429142,13
29,"male",24.03846169,13
30,"male",15.38461494,13
30,"male",14.90384579,12
29,"female",8.17307663,12
30,"female",14.17004013,13
29,"male",22.55555534,13
29,"female",19.23077011,18
29,"male",17.05128288,13
29,"male",23.14814758,12
30,"male",11.94999981,12
30,"male",32.05128098,12
30,"male",8,12
30,"female",16.39999962,14
30,"female",13.33333302,14
30,"female",33.65384674,18
30,"male",16.66666603,16
30,"male",9.567307472,13
29,"male",8.881118774,14
30,"male",14.42307663,12
30,"male",28.63247871,16
30,"female",16.58653831,16
30,"male",33.65384674,16
30,"male",24.03846169,12
